ev_id,regis_no,damage,acft_make,acft_model,acft_category,total_seats,num_eng,date_last_insp,owner_country,oper_name,dprt_apt_id,dprt_city,dprt_state,dprt_country,dprt_time,dest_apt_id,dest_city,dest_state,dest_country,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,latitude,longitude,apt_name,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,wind_vel_kts,altimeter,ev_highest_injury,inj_total,lchg_date,dec_latitude,dec_longitude,finding_code,finding_description,occurence_description
20160609X10842,N23708,,BOEING,737 724,AIR,135,2,,USA,United Airlines,IAH,HOUSTON,TX,USA,238,MSY,NEW ORLEANS,LA,USA,DCA16CA181,ACC,3/15/2016,Tu,256,Port Arthur,TX,USA,77655,2016,3,294112N,0094217W,,NITE,CLER,0,0,NONE,40,0,SERS,134,9/25/2020,29.686666,-94.038055,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Clear air turbulence encounter
20160614X04330,N801DZ,,BOEING,737-932ER,AIR,,2,,USA,Delta Air Lines,ATL,Atlanta,GA,USA,,LAS,Las Vegas,NV,USA,DCA16CA182,ACC,6/5/2016,Su,1530,Las Vegas,NV,USA,89119,2016,6,036448N,0011598W,,DAYL,,0,0,,,0,SERS,186,9/25/2020,36.080001,-115.152221,303202583,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
20160627X21034,N69806,,BOEING,737,AIR,,,,USA,United Airlines,MSY,New Orleans,LA,USA,,ORD,Chicago,IL,USA,DCA16CA193,ACC,6/26/2016,Su,1800,New Orleans,LA,USA,70062,2016,6,293537N,0090910W,,NR,,0,0,,,0,SERS,178,9/25/2020,29.59361,-90.152778,206300032,Personnel issues-Task performance-Use of equip/Communication,Enroute Cabin safety event
20160707X02944,N706TW,MINR,BOEING,757,AIR,168,,,USA,Delta Air Lines,JFK,New York,NY,USA,,SAN,San Diego,CA,USA,ENG16IA027,INC,7/7/2016,Th,1307,Jamaica,NY,USA,11430,2016,7,403829N,0734643W,JOHN F KENNEDY INTL,DAYL,,0,0,,,0,NONE,157,9/25/2020,40.641387,-73.77861,105733013,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Prior to flight Sys/Comp malf/fail (non-power)
20160708X61700,N333NW,,AIRBUS,A320 211,AIR,,2,,USA,Delta Air Lines,KMSP,Minneapolis,MN,USA,2200,KRAP,Rapid City,SD,USA,DCA16IA200,INC,7/8/2016,Fr,242,Rapid City,SD,USA,57769,2016,7,044851N,0103624W,Ellsworth AFB,DUSK,CLER,0,0,NONE,4,29.95000076,NONE,129,10/3/2022,44.147499,-103.106666,204151036,Personnel issues-Action/decision-Action-Incorrect action performance,Landing Runway incursion veh/AC/person
20160723X91246,N104NN,,AIRBUS,A321 231,AIR,,2,,USA,American Airlines,JFK,New York,NY,USA,1937,LAX,Los Angeles,CA,USA,DCA16CA202,ACC,6/12/2016,Su,2045,Jamaica,NY,USA,11430,2016,6,403839N,0734714W,,DAYL,FEW,6000,0,NONE,22,0,SERS,110,9/25/2020,40.644165,-73.787223,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-climb to cruise Turbulence encounter
20160803X71952,N913JB,,AIRBUS,A321 231,AIR,,2,,USA,JetBlue Airways,JFK,New York,NY,USA,357,BGI,"Seawell, Christ Church",,BB,DCA16CA205,ACC,7/28/2016,Th,511,Bermuda,,BD,0,2016,7,028480N,0067360W,,NITE,,0,0,,,29.88999939,SERS,7,9/25/2020,28.799999,-67.599998,303201583,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
20160805X44633,N368SW,SUBS,BOEING,737 3H4,AIR,151,2,7/28/2016,USA,Southwest Airlines,KBWI,Baltimore,MD,USA,100,KATL,Atlanta,GA,USA,DCA16CA207,ACC,8/5/2016,Fr,102,Baltimore,MD,USA,21240,2016,8,003900N,0007600W,Baltimore/Thurgood Marshall In,NITE,FEW,5000,25000,,4,30.05999947,NONE,134,9/25/2020,39,-76,101091011,Aircraft-Aircraft handling/service-Towing and taxiing,Pushback/towing Ground handling event
20160805X51304,N9010R,,AIRBUS,A319 115,AIR,,2,,USA,American Airlines,,Grand Cayman Island (GCM),CB,CJ,2356,GCM,Grand Cayman Island,,UK,DCA16CA209,ACC,8/3/2016,We,2345,Grand Cayman Island (GCM),,CJ,0,2016,8,001900N,0008100W,,DUSK,CLER,0,0,,20,0,SERS,129,9/25/2020,19,-81,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20160811X81653,N3762Y,SUBS,BOEING,737 832,AIR,168,2,8/8/2016,USA,Delta Air Lines,KJFK,New York,NY,USA,,KSLC,Salt Lake City,UT,USA,DCA16CA211,ACC,8/10/2016,We,30,New York,NY,USA,11430,2016,8,403824N,0734648W,John F Kennedy International A,NITE,FEW,0,0,BKN,10,30.20000076,NONE,168,9/25/2020,40.639999,-73.779998,204101542,Personnel issues-Action/decision-Action-Incorrect action performance,Prior to flight Aircraft servicing event
20160812X71506,N632JB,MINR,AIRBUS,A320 232,AIR,,2,,USA,JetBlue Airways,KBOS,Boston,MA,USA,2225,KSMF,Sacramento,CA,USA,DCA16IA215,INC,8/12/2016,Fr,109,Wood,SD,USA,57585,2016,8,432955N,1002848W,,NITE,SCAT,35000,45000,BKN,,0,MINR,151,9/25/2020,43.498611,-100.480003,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20160822X94859,N37408,,BOEING,737 924,AIR,,2,,USA,United Airlines,KSEA,Seattle,WA,USA,1326,KIAH,Houston,TX,USA,DCA16CA214,ACC,8/17/2016,We,1615,Waco,TX,USA,76707,2016,8,031335N,0097921W,,DAYL,,0,0,,,0,SERS,142,9/25/2020,31.551389,-97.15583,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20160827X31134,N766SW,SUBS,BOEING,737-700,AIR,151,2,8/24/2016,USA,Southwest Airlines,KMSY,New Orleans,LA,USA,1402,KMCO,Orlando,FL,USA,DCA16FA217,ACC,8/27/2016,Sa,1430,Pensacola,FL,USA,32504,2016,8,302824N,0871112W,Pensacola,DAYL,CLER,0,0,NONE,6,30,NONE,104,1/4/2021,30.473333,-87.186668,105723006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute-cruise Pressure/environ sys malf/fail
20160908X11147,N657UA,,BOEING,767 322,AIR,,2,,USA,United Airlines,KIAH,Houston,TX,USA,2027,EGLL,London,,UK,DCA16CA220,ACC,8/31/2016,We,210,International Waters,,UN,0,2016,8,004600N,0382812E,,NITE,,0,0,,,0,SERS,12,9/25/2020,46,38.470001,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20161011X51744,N8324A,,BOEING,737-8H4,AIR,,2,,USA,Southwest Airlines,KSLT,Salt Lake City,UT,USA,,KDEN,Denver,CO,USA,DCA17CA005,ACC,10/5/2016,We,2325,Denver,CO,USA,80249,2016,10,395142N,1044023W,Denver International Airport,DUSK,,0,0,,,0,SERS,179,9/25/2020,39.861667,-104.673057,206000032,Personnel issues-Task performance-Use of equip/Communication,Standing-engine(s) not oper Cabin safety event
20161026X21815,N425NV,,MCDONNELL DOUGLAS,DC 9 83,AIR,,,,USA,Allegiant Air,AVL,ASHEVILLE,NC,USA,,BAF,Westfield,MA,USA,OPS17IA003,INC,10/21/2016,Fr,1222,Westfield,MA,USA,1085,2016,10,042843N,0072438W,WESTFIELD-BARNES RGNL,DAYL,,0,200,OVC,3,29.85000038,,,2/2/2021,42.145278,-72.718887,204152031,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-landing roll Runway incursion veh/AC/person
20161027X90950,N855NW,,AIRBUS,A330 223,AIR,,2,,USA,Delta Air Lines,SEA,Seattle,WA,USA,2250,HKG,Chep Lap Kok,,HK,ENG17IA003,INC,10/26/2016,We,2250,Seattle,WA,USA,98158,2016,10,472650N,1221851W,Seattle-Tacoma Intl,DAYL,FEW,2700,3200,BKN,3,29.79000092,NONE,120,9/25/2020,47.447223,-122.314163,105731001,Aircraft-Aircraft power plant-Engine fuel and control,Initial climb Powerplant sys/comp malf/fail
20161028X72837,N345AN,SUBS,BOEING,767,AIR,220,2,1/15/2011,USA,American Airlines,KORD,Chicago,IL,USA,1932,KMIA,Miami,FL,USA,DCA17FA021,ACC,10/28/2016,Fr,,Chicago,IL,USA,60666,2016,10,041588N,0087554W,Chicago O'Hare International A,DAYL,SCAT,2000,25000,OVC,11,30.04000092,SERS,170,6/15/2021,41.968887,-87.917778,105725001,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Takeoff-rejected takeoff Uncontained engine failure
20161205X55455,N161SY,MINR,EMBRAER,ERJ170 200LR,AIR,80,2,11/29/2016,USA,SkyWest Airlines,IAH,HOUSTON,TX,USA,1753,MMTY,Monterrey,,MX,ENG17IA005,INC,12/4/2016,Su,2053,San Antonio,TX,USA,78216,2016,12,293153N,0098286W,SAN ANTONIO INTL,DAYL,,0,1300,OVC,10,29.79000092,MINR,55,9/13/2021,29.531389,-98.46833,102323001,Aircraft-Aircraft systems-Landing gear system,Landing-landing roll Landing gear collapse
20161216X60544,N24202,,BOEING,737 824,AIR,,2,,USA,United Airlines,SFO,San Francisco,CA,USA,9,DEN,Denver,CO,USA,DCA17CA042,ACC,12/14/2016,We,147,Denver,CO,USA,80249,2016,12,395136N,1044012W,,NITE,,0,0,,,0,SERS,103,12/7/2020,39.86,-104.669998,303201083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20161219X82155,UNK,,BOEING,737,AIR,,,,USA,United Airlines,SFO,San Francisco,CA,USA,,,,,,OPS17IA008,INC,12/15/2016,Th,143,San Francisco,CA,USA,94128,2016,12,037378N,1222238W,SAN FRANCISCO INTL,NDRK,FEW,2100,2700,BKN,9,29.97999954,,,3/31/2021,37.618888,-122.37722,204152544,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-to runway Runway incursion veh/AC/person
20170124X45041,N8986B,,BOMBARDIER,CL 600 2B19,AIR,,2,,USA,Endeavor Air,BWI,Baltimore,MD,USA,,CVG,Covington,KY,USA,ENG17IA008,INC,1/23/2017,Mo,2330,Baltimore,MD,USA,21240,2017,1,391039N,0076408W,Baltimore/Washington Intl Thur,NITE,,0,0,,,0,NONE,51,9/25/2020,39.177501,-76.668891,105723001,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute-climb to cruise Powerplant sys/comp malf/fail
20170216X44213,N709PS,SUBS,BOMBARDIER,CL 600 2C10,AIR,71,2,,USA,PSA Airlines,CLT,Charlotte,NC,USA,532,GPT,Gulfport,MS,USA,DCA17CA064,ACC,2/15/2017,We,1642,Charlotte,NC,USA,28208,2017,2,351250N,0080577W,Charlotte/Douglas Intl,DAYL,SCAT,700,2000,OVC,5,29.56999969,NONE,48,9/25/2020,35.21389,-80.951942,302204581,Environmental issues-Physical environment-Object/animal/bird,Takeoff Wildlife encounter (non-bird)
20170223X20017,N627VA,,AIRBUS,A320,AIR,,2,,USA,Alaska Airlines,SFO,San Francisco,CA,USA,,LAS,Las Vegas,NV,USA,OPS17IA014,INC,2/16/2017,Th,400,San Francisco,CA,USA,94010,2017,2,373642N,1222132W,San Francisco Intl,NITE,FEW,10000,12000,BKN,19,29.97999954,,,3/31/2021,37.611667,-122.35888,206351531,Personnel issues-Task performance-Use of equip/Communication,Landing Air traffic event
20170224X03359,N7822A,,BOEING,737 76N,AIR,151,2,2/26/2017,USA,Southwest Airlines,PHX,Phoenix,AZ,USA,,SMF,Sacramento,CA,USA,DCA17CA072,ACC,2/12/2017,Su,250,Phoenix,AZ,USA,85034,2017,2,033263N,0112042W,Phoenix Sky Harbor,NITE,,0,0,OVC,8,29.96999931,SERS,144,9/25/2020,33.434165,-112.011665,206100039,Personnel issues-Task performance-Use of equip/Communication,Prior to flight Ground handling event
20170317X92137,N9615W,MINR,MCDONNELL DOUGLAS,DC 9 83(MD-83),AIR,146,2,,USA,American Airlines,YYZ,Toronto,,CA,1820,DFW,Dallas-Fort Worth,TX,USA,DCA17CA079,ACC,3/10/2017,Fr,115,Dallas-Fort Worth (DFW),TX,USA,75261,2017,3,032540N,0097226W,,NITE,OVCT,0,0,,,0,SERS,107,9/25/2020,32.900001,-97.040557,303202083,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
20170320X74630,N881GA,,MCDONNELL DOUGLAS,DC 9 83,AIR,,2,,USA,Allegiant Air,SFB,ORLANDO,FL,USA,,DAY,Dayton,OH,USA,ENG17IA017,INC,3/19/2017,Su,1611,Dayton,OH,USA,45377,2017,3,039549N,0841319W,JAMES M COX DAYTON INTL,DAYL,,0,0,,,0,NONE,163,9/25/2020,39.9025,-84.221946,105726001,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Approach Engine shutdown
20170331X95128,N369NB,,AIRBUS,A319 114,AIR,160,2,1/21/2017,USA,Delta Air Lines,LAX,Los Angeles,CA,USA,,MSY,New Orleans,LA,USA,DCA17CA087,ACC,3/6/2017,Mo,1810,Los Angeles,CA,USA,90009,2017,3,335633N,1182429W,Los Angeles International,DAYL,FEW,200,0,NONE,6,30.20000076,SERS,121,9/25/2020,33.942501,-118.408058,102324201,Aircraft-Aircraft systems-Landing gear system,Taxi-to runway Cabin safety event
20170419X83518,N930AT,,BOEING,717 200,AIR,117,2,11/19/2016,USA,Delta Air Lines,MIA,Miami,FL,USA,139,LGA,New York,NY,USA,DCA17CA096,ACC,11/21/2016,Mo,323,Hopewell,VA,USA,23030,2016,11,371944N,0077657W,,NITE,,0,0,,,0,SERS,110,9/25/2020,37.328887,-77.115837,205000032,Personnel issues-Action/decision-Action-Incorrect action performance,Enroute-cruise Cabin safety event
20170426X40247,N373JB,,EMBRAER,ERJ 190 100 IGW,AIR,105,,,USA,JetBlue Airways,MYNN,Nassau,,BF,2055,,Orlando,FL,USA,DCA17CA101,ACC,4/14/2017,Fr,2100,Orlando,FL,USA,32828,2017,4,282546N,0811832W,,DAYL,,0,0,,,0,SERS,4,9/25/2020,28.429445,-81.308891,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20170508X85232,N595JB,,AIRBUS,A320 232,AIR,150,2,,USA,JetBlue Airways,BOS,Boston,MA,USA,1859,JFK,Queens,NY,USA,DCA17CA111,ACC,5/2/2017,Tu,2330,Boston,MA,USA,2128,2017,5,421236N,0007100W,,NITE,,0,0,,,0,SERS,155,9/25/2020,42.209999,-71,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-climb to cruise Turbulence encounter
20170523X12020,N633DL,SUBS,BOEING,757,AIR,188,2,5/20/2017,USA,Delta Air Lines,KATL,Atlanta,GA,USA,24,KRDU,Morrisville,NC,USA,DCA17LA122,ACC,5/21/2017,Su,118,Raleigh,NC,USA,27560,2017,5,355239N,0784754W,Raleigh-Durham International,NITE,,0,5500,BKN,13,30.13999939,NONE,186,9/25/2020,35.877498,-78.798332,204102033,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
20170523X15143,N512NK,,AIRBUS,A319 132,AIR,145,2,,USA,Spirit Airlines,MSY,New Orleans,LA,USA,2357,DFW,Dallas,TX,USA,DCA17CA123,ACC,5/22/2017,Mo,30,South Toledo Bend,TX,USA,75932,2017,5,305927N,0933938W,,DAYL,,0,0,,,0,SERS,142,2/24/2021,30.990798,-93.660491,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20170607X22245,N668US,,BOEING,747 451,AIR,403,4,,USA,Delta Air Lines,,Tokyo,,JA,,KDTW,Detroit,MI,USA,ENG17IA026,INC,6/7/2017,We,950,Tokyo,,JA,0,2017,6,354619N,1402334E,,NR,,0,0,,,0,NONE,326,9/25/2020,35.771945,140.392776,105723006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute-cruise Loss of engine power (total)
20170608X90705,N765SW,MINR,BOEING,737 7H4,AIR,,2,,USA,Southwest Airlines,TPA,Tampa,FL,USA,,ROC,Rochester,NY,USA,ENG17IA027,INC,6/3/2017,Sa,1255,Washington,DC,USA,20166,2017,6,385655N,0077271W,WASHINGTON DULLES INTL,DAYL,,0,0,,,0,NONE,67,9/25/2020,38.948612,-77.450279,105726001,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute Uncontained engine failure
20170612X10422,N715SK,MINR,BOMBARDIER,CL 600 2C10,AIR,,2,,USA,SkyWest Airlines,ORD,Chicago,IL,USA,,FNT,Flint,MI,USA,ENG17IA028,INC,6/10/2017,Sa,2250,Chicago,IL,USA,60666,2017,6,415925N,0875417W,Chicago O'Hare Intl,DAYL,,0,0,,20,29.10000038,NONE,64,9/25/2020,41.990276,-87.904724,105724006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Takeoff Powerplant sys/comp malf/fail
20170625X04604,N315DN,SUBS,AIRBUS,A321,AIR,201,2,6/22/2017,USA,Delta Air Lines,BOS,Boston,MA,USA,1524,ATL,Atlanta,GA,USA,DCA17LA145,ACC,6/23/2017,Fr,1738,Atlanta,GA,USA,30354,2017,6,333858N,0842455W,Hartsfield - Jackson Atlanta I,DAYL,FEW,4000,25000,BKN,19,29.98999977,NONE,199,6/8/2021,33.649444,-84.415275,206304033,Personnel issues-Task performance-Use of equip/Communication,Landing-flare/touchdown Abnormal runway contact
20170703X71412,N991AU,MINR,AIRBUS,A321 231,AIR,,2,,USA,American Airlines,KORD,Chicago O'Hare Int'l Airpot,IL,USA,230,KLAX,Los Angeles Int'l Airport,CA,USA,DCA17CA147,ACC,7/1/2017,Sa,230,Chicago,IL,USA,60666,2017,7,415838N,0875354W,Chicago O'Hare International A,NITE,,3000,5000,BKN,5,30.20000076,NONE,189,9/25/2020,41.977222,-87.89833,204101536,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Ground collision
20170712X12448,N796SK,SUBS,BOMBARDIER,CL 600 2C10,AIR,,2,,USA,SkyWest Airlines,KASE,Aspen,CO,USA,,KDEN,Denver,CO,USA,DCA17LA182,ACC,7/2/2017,Su,1919,Denver,CO,USA,80249,2017,7,395142N,1044023W,Denver International Airport,DAYL,,0,0,,,0,NONE,59,5/27/2022,39.861667,-104.67305,105750015,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Taxi-from runway Fire/smoke (non-impact)
20170721X61556,N427YX,,EMBRAER,ERJ170-200LR,AIR,76,2,,USA,Republic Airlines,MIA,Miami,FL,USA,,,Minneapolis,MN,USA,DCA17CA155,ACC,7/20/2017,Th,345,Minneapolis,MN,USA,55111,2017,7,445255N,0931318W,,NITE,SCAT,0,0,OVC,,29.92000008,SERS,49,2/24/2021,44.881942,-93.221664,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20170813X71654,N276AY,,AIRBUS,330,AIR,307,2,,USA,American Airlines,ATH,Athens,,GR,839,PHL,Philadelphia,PA,USA,DCA17LA173,ACC,8/5/2017,Sa,1835,East Hampton,NY,USA,11963,2017,8,004117N,0714130W,,DAYL,UNK,0,0,UNK,,0,SERS,17,9/25/2020,41.018611,-71.691665,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20170816X35104,N175AN,SUBS,BOEING,757,AIR,186,2,8/11/2017,USA,American Airlines,JFK,Queens,NY,USA,,DUB,Dublin,,EI,DCA17CA181,ACC,8/15/2017,Tu,2315,Queens,NY,USA,11430,2017,8,403852N,0734556W,JOHN F KENNEDY INTL,DAYL,,0,0,,4,0,NONE,295,9/25/2020,40.647777,-73.765556,204152044,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-to runway Ground collision
20170824X42626,N745SK,,BOMBARDIER,CL 600 2C10,AIR,78,2,8/12/2017,USA,SkyWest Airlines,KATL,Atlanta,GA,USA,2102,KORD,Chicago,IL,USA,DCA17LA183,ACC,8/22/2017,Tu,2221,McKellar,TN,USA,38109,2017,8,035360N,0885456W,,DAYL,UNK,0,0,UNK,,29.92000008,SERS,74,6/8/2021,35.599998,-88.915557,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Collision avoidance alert
20170907X71900,N686DA,,BOEING,757 232,AIR,,2,,USA,Delta Air Lines,LAS,Las Vegas,NV,USA,719,JFK,New York,NY,USA,ENG17IA036,INC,9/6/2017,We,719,Las Vegas,NV,USA,89119,2017,9,003652N,0115913W,Mc Carran Intl,NITE,,0,0,,,0,NONE,184,9/25/2020,36.083889,-115.15361,105731313,Aircraft-Aircraft power plant-Engine fuel and control,Takeoff Fire/smoke (non-impact)
20170911X34051,N938DN,,MCDONNELL DOUGLAS,MD 90-30,AIR,,,,USA,Delta Air Lines,ATL,Atlanta,GA,USA,,ELP,El Paso,TX,USA,DCA17CA194,ACC,9/4/2017,Mo,2031,El Paso,TX,USA,79925,2017,9,314826N,1062235W,El Paso Intl,DAYL,,0,0,,,0,SERS,143,9/25/2020,31.807222,-106.376388,303200083,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
20170913X72254,N69813,MINR,BOEING,737-924ER,AIR,187,2,8/28/2017,USA,United Airlines,LAX,Los Angeles,CA,USA,,SFO,San Francisco,CA,USA,DCA17CA195,ACC,9/12/2017,Tu,2010,Los Angeles,CA,USA,90009,2017,9,003300N,0011800W,Los Angeles International Airp,DAYL,,0,0,,,0,NONE,140,9/25/2020,33,-118,204101536,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-to runway Ground collision
20170920X64035,N261PS,SUBS,BOMBARDIER,CL 600 2B19,AIR,,2,,USA,PSA Airlines,CRW,Charleston,WV,USA,1822,CLT,Charlotte,NC,USA,DCA17CA197,ACC,9/13/2017,We,1945,Charlotte,NC,USA,28208,2017,9,035748N,0803336W,CHARLOTTE/DOUGLAS INTL,DAYL,UNK,0,0,BKN,18,0,SERS,35,9/25/2020,35.130001,-80.559997,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20171002X95003,N841NN,MINR,BOEING,737 823,AIR,,2,,USA,American Airlines,MIA,Miami,FL,USA,1227,DCA,Arlington VA,VA,USA,DCA17CA214,ACC,9/30/2017,Sa,1450,Arlington,VA,USA,22202,2017,9,038540N,0007720W,Reagan National,DAYL,CLER,0,0,,,0,NONE,301,9/25/2020,38.900001,-77.033332,204101544,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20171003X23920,N930WN,SUBS,BOEING,737 7H4,AIR,151,2,9/27/2017,USA,Southwest Airlines,KMDW,Chicago,IL,USA,1355,KOMA,Omaha,NE,USA,DCA18CA001,ACC,10/2/2017,Mo,1340,Chicago,IL,USA,60638,2017,10,414711N,0874443W,Chicago Midway International A,DAYL,SCAT,5000,7000,BKN,9,30.19000053,NONE,84,9/25/2020,41.786388,-87.745277,101150014,Aircraft-Aircraft handling/service-Towing and taxiing,Prior to flight Ground handling event
20171005X44145,N500WR,,BOEING,737-8H4,AIR,185,2,9/28/2017,USA,Southwest Airlines,MDW,Chicago,IL,USA,,LAX,Los Angeles,CA,USA,DCA17CA217,ACC,9/25/2017,Mo,2100,Sioux City,IA,USA,51111,2017,9,422959N,0962515W,,DAYL,,0,0,,,0,SERS,173,9/25/2020,42.499721,-96.420829,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute-cruise Cabin safety event
20171108X55532,N375HA,MINR,AIRBUS,A330-243,AIR,,2,,USA,Hawaiian Airlines,PAE,Everitt,WA,USA,,,Seattle,WA,USA,ENG18IA003,INC,11/7/2017,Tu,2245,Seattle,WA,USA,,2017,11,473636N,1221950W,Seattle-Tacoma International A,NITE,,0,0,,,0,NONE,2,6/28/2022,47.609985,-122.33057,101052014,Aircraft-Aircraft handling/service-Towing and taxiing,Landing-flare/touchdown Powerplant sys/comp malf/fail
20171201X14308,N852DN,,BOEING,737-932ER,AIR,,2,,USA,Delta Air Lines,KIND,Indianapolis,IN,USA,1445,KATL,Atlanta,GA,USA,DCA18IA026,INC,11/29/2017,We,1606,Atlanta,GA,USA,30337,2017,11,333812N,0842540W,Atlanta-Hartsfield Internation,DAYL,SCAT,0,300,OVC,5,30.30999947,NONE,169,5/10/2022,33.636665,-84.42778,206304033,Personnel issues-Task performance-Use of equip/Communication,Approach-IFR final approach Near midair/TCAS alert/loss of separation
20171212X00211,N924DL,SUBS,MCDONNELL DOUGLAS,MD 88,AIR,157,2,12/11/2017,USA,Delta Air Lines,DTW,Detriot,MI,USA,1235,RDU,Raleigh/Durham,NC,USA,DCA18CA042,ACC,12/12/2017,Tu,1235,Detroit,MI,USA,48174,2017,12,421245N,0832112W,Detroit Metropolitan Wayne Cou,DAYL,FEW,2500,0,BKN,14,29.79999924,NONE,61,9/25/2020,42.212501,-83.353332,206304036,Personnel issues-Task performance-Use of equip/Communication,Standing Ground handling event
20171212X50255,N9011P,MINR,AIRBUS,A319 115,AIR,,2,,USA,American Airlines,TGU,Tegusigalpa,,HO,2103,MIA,Miami,FL,USA,DCA18CA043,ACC,12/3/2017,Su,2325,Miami,FL,USA,33126,2017,12,254736N,0801726W,Miami International,NITE,CLER,0,0,,7,30.05999947,NONE,294,9/25/2020,25.793333,-80.290557,204101536,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20171219X90251,N128SY,,EMBRAER,ERJ170-200LR,AIR,,,,USA,SkyWest Airlines,SFO,San Francisco,CA,USA,220,,Saint Louis,MO,USA,DCA18CA049,ACC,12/18/2017,Mo,545,Saint Louis,MO,USA,63304,2017,12,384432N,0902157W,,NITE,,3500,0,UNK,,0,SERS,57,9/25/2020,38.742221,-90.365837,206304036,Personnel issues-Task performance-Use of equip/Communication,Enroute-descent Cabin safety event
20171220X52223,N670NK,,AIRBUS,A321 231,AIR,,2,,USA,Spirit Airlines,ACY,Atlantic City,NJ,USA,103,,Fort Lauderdale,FL,USA,DCA18CA055,ACC,12/6/2017,We,307,Fort Lauderdale,FL,USA,33315,2017,12,026421N,0080910W,,NITE,,0,0,,,0,SERS,102,9/25/2020,26.0725,-80.152778,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20180102X34923,N162PQ,,BOMBARDIER,CL600 2D24,AIR,80,2,12/22/2017,USA,SkyWest Airlines,SLC,Salt Lake City,UT,USA,17,MFR,Medford,OR,USA,OPS18IA003,INC,12/25/2017,Mo,208,Medford,OR,USA,97504,2017,12,042250N,1224437W,Rogue Valley International,DUSK,UNK,0,7000,OVC,,30.17000008,,,3/31/2021,42.047222,-122.74361,204152036,Personnel issues-Action/decision-Action-Incorrect action performance,Approach Terrain avoidance alert
20180109X22437,N740SW,,BOEING,737 7H4,AIR,,2,,USA,Southwest Airlines,SFO,San Francisco,CA,USA,1850,LAX,Los Angeles,CA,USA,DCA18CA074,ACC,11/19/2017,Su,2030,Los Angeles,CA,USA,90045,2017,11,335642N,1182429W,Los Angeles International,DAYL,CLER,0,0,BKN,10,0,SERS,6,9/25/2020,33.944999,-118.408058,302205091,Environmental issues-Physical environment-Object/animal/bird,Prior to flight Ground handling event
20180116X12236,N412QX,,BOMBARDIER,DHC 8 402,AIR,76,2,,USA,Horizon Air,SEA,Seattle,WA,USA,148,PUW,Pullman,WA,USA,DCA18IA081,INC,12/30/2017,Sa,240,Pullman,WA,USA,99163,2017,12,464434N,0011771W,PULLMAN/MOSCOW RGNL,NDRK,FEW,2400,3000,BKN,10,29.86000061,NONE,46,9/25/2020,46.742778,-117.116943,301701091,Environmental issues-Operating environment-Airport facilities,Landing-flare/touchdown Wrong surface or wrong airport
