ev_id,regis_no,damage,acft_make,acft_model,acft_category,total_seats,num_eng,date_last_insp,owner_country,oper_name,dprt_apt_id,dprt_city,dprt_state,dprt_country,dprt_time,dest_apt_id,dest_city,dest_state,dest_country,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,latitude,longitude,apt_name,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,wind_vel_kts,altimeter,ev_highest_injury,inj_total,lchg_date,dec_latitude,dec_longitude,finding_code,finding_description,occurence_description
20200109X21704,N929NN,SUBS,BOEING,737,AIR,,2,,USA,American Airlines,KLGA,New York,NY,USA,1159,KDFW,Dallas,TX,USA,DCA20CA049,ACC,1/8/2020,We,2130,New York,NY,USA,11371,2020,1,404637N,0735226W,LaGuardia Airport,DAYL,,0,0,,,0,NONE,121,9/26/2020,40.776943,-73.873886,206301539,Personnel issues-Task performance-Use of equip/Communication,Standing-engine(s) not oper Ground collision
20200110X80637,N7739A,SUBS,BOEING,737,AIR,151,2,12/17/2019,USA,Southwest Airlines,DCA,Washington,VA,USA,2351,MCI,Kansas City,MO,USA,DCA20CA050,ACC,12/22/2019,Su,219,Kansas City,MO,USA,64141,2019,12,003965N,0942839W,Kansas City Intl,NITE,,0,0,,6,30.28000069,NONE,141,4/28/2022,39.101387,-94.4775,103531305,Aircraft-Aircraft structures,Enroute-descent Birdstrike
20200125X54545,N1902U,,AIRBUS,A320,AIR,159,2,10/29/2019,USA,United Airlines,MSY,New Orleans,LA,USA,2140,EWR,Newark,NJ,USA,DCA20CA058,ACC,1/10/2020,Fr,2245,New Orleans,LA,USA,,2020,1,295738N,0090447W,Louis Armstrong New Orleans In,DAYL,UNK,0,0,UNK,,0,SERS,159,1/26/2021,29.960527,-90.079589,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-climb to cruise Turbulence encounter
20200207X52205,N610NN,SUBS,BOMBARDIER,CL-600-2D24,AIR,,,,USA,PSA Airlines,CLT,Charlotte,NC,USA,535,TYS,Knoxville,TN,USA,DCA20CA071,ACC,2/7/2020,Fr,605,Waynesville,NC,USA,28785,2020,2,352919N,0825919W,,NITE,,0,2800,OVC,9,29.35000038,SERS,74,1/26/2021,35.488609,-82.988609,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20200219X42743,N521NK,,AIRBUS,A319,AIR,152,2,,USA,Spirit Airlines,KLAS,Las Vegas,NV,USA,1430,SMF,Sacramento,CA,USA,ENG20LA016,INC,2/15/2020,Sa,1542,Sacramento,CA,USA,95837,2020,2,384144N,1213527W,Sacramento International Airpo,DAYL,CLER,0,0,NONE,,0,NONE,117,9/30/2022,38.695556,-121.59083,102242001,Aircraft-Aircraft structures,Approach-IFR initial approach Electrical system malf/failure
20200321X14202,N193AN,SUBS,BOEING,757,AIR,187,2,3/18/2020,USA,American Airlines,KMIA,Miami,FL,USA,227,KLAS,Las Vegas,NV,USA,DCA20CA095,ACC,3/21/2020,Sa,738,Las Vegas,NV,USA,89119,2020,3,036448N,0011598W,McCarran International Airport,NITE,UNK,0,0,BKN,6,30.18000031,NONE,127,6/8/2021,36.080001,-115.152221,206304044,Personnel issues-Task performance-Use of equip/Communication,Landing Tailstrike
20200603X55158,N710SK,SUBS,BOMBARDIER,CL 600 2C10,AIR,65,2,9/9/2019,USA,SkyWest Airlines,KORD,Chicago,IL,USA,1700,LDTW,Detroit,MI,USA,DCA19CA223,ACC,9/11/2019,We,1643,Chicago OHare,IL,USA,60123,2019,9,415838N,0875429W,Chicago O'Hare Intl,DAYL,,0,0,,,0,NONE,114,2/24/2022,41.977222,-87.908058,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Pushback/towing Ground handling event
20200619X60815,N328NB,,AIRBUS,A319,AIR,,2,,USA,Delta Air Lines,MSP,Minneapolis,MN,USA,1620,MIA,Miami,FL,USA,DCA18CA316,ACC,7/23/2018,Mo,1931,West Palm Beach,FL,USA,33406,2018,7,264059N,0080544W,,DAYL,SCAT,2400,20000,BKN,,27.85000038,SERS,134,6/8/2021,26.683055,-80.095558,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-holding (IFR) Turbulence encounter
20200714X42039,N226NN,,EMBRAER,ERJ170,AIR,81,2,5/6/2020,USA,Envoy Air,KELP,El Paso,TX,USA,1930,KORD,Chicago,IL,USA,DCA20CA122,ACC,7/9/2020,Th,2200,Plainfield,IL,USA,,2020,7,413718N,0088140W,,DAYL,SCAT,0,11000,BKN,9,29.78000069,SERS,65,1/6/2022,41.621667,-88.233333,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20200914X31949,N561NN,MINR,BOMBARDIER,CL-600-2D24,AIR,95,2,,USA,PSA Airlines,HPN,White Plains,NY,USA,,CLT,Charlotte,NC,USA,ENG20LA043,INC,7/24/2020,Fr,800,Charlotte,NC,USA,,2020,7,351251N,0804840W,CHARLOTTE/DOUGLAS INTL,DAWN,,0,0,,,0,NONE,30,5/26/2022,35.214173,-80.811137,102309701,Aircraft-Aircraft systems-Ice/rain protection system-Ice/rain prot sys wiring-Failure,Initial climb Fire/smoke (non-impact)
2.02011E+13,N860DA,,BOEING,777,AIR,304,2,9/30/2020,USA,Delta Air Lines,PGUA,"Yigo, Guam",PO,USA,1437,PAED,Anchorage,AK,USA,DCA21LA018,ACC,9/30/2020,We,1900,Anchorage,AK,USA,,2020,9,611024N,1495912W,,NR,,0,0,,,0,SERS,252,7/19/2022,61.173441,-149.98675,303201083,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
2.02011E+13,N778SK,,BOMBARDIER,CL600 2C10,AIR,65,2,,USA,SkyWest Airlines,ABQ,Albuquerque,AZ,USA,1831,,,,,DCA21LA024,ACC,11/14/2020,Sa,50,Phoenix,AZ,USA,,2020,11,332614N,0112028W,Phoenix Sky Harbor Internation,DUSK,,0,0,,7,29.97999954,SERS,61,6/8/2021,33.4373,-112.0078,204101532,Personnel issues-Action/decision-Action-Incorrect action performance,Other Cabin safety event
2.02012E+13,N463UA,,AIRBUS,A320-232,AIR,158,2,11/2/2020,USA,United Airlines,KSNA,Santa Ana,CA,USA,1602,KIAH,Houston,TX,USA,DCA21LA058,ACC,12/23/2020,We,1830,Houston,TX,USA,77032,2020,12,294859N,0952634W,,DAYL,,2100,4300,OVC,9,2993,SERS,140,1/6/2022,29.816516,-95.442813,303202083,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
2.02102E+13,N918NK,,AIRBUS,A320,AIR,,,,USA,Spirit Airlines,,,,,,,,,,DCA21LA082,ACC,2/8/2021,Mo,1330,Fort Lauderdale,FL,USA,,2021,2,264059N,0080542W,,DAYL,,0,0,,,0,SERS,96,7/19/2022,26.683,-80.095,206304036,Personnel issues-Task performance-Use of equip/Communication,Enroute-descent Abrupt maneuver
2.02103E+13,N789AN,,BOEING,777-223,AIR,289,2,3/14/2021,USA,American Airlines,MMUN,Cancun,OF,USA,1710,,,,,DCA21LA095,ACC,3/15/2021,Mo,2000,Fort Worth,TX,USA,,2021,3,325359N,0965625W,Dallas Fort Worth Internationa,DAYL,,30000,0,,13,29.89999962,SERS,262,1/6/2022,32.8998,-96.9403,303201583,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
2.02103E+13,N706SK,,BOMBARDIER,CL-600-2C10,AIR,80,2,,USA,Skywest Airlines,KSLC,Salt Lake City,UT,USA,1851,,,,,DCA21LA096,ACC,3/16/2021,Tu,2019,Los Angeles,CA,USA,,2021,3,335630N,1182431W,Los Angeles International Airp,DAYL,FEW,0,0,NONE,9,30.07999992,SERS,66,1/6/2022,33.9416,-118.4085,203153532,Personnel issues-Action/decision-Action-Incorrect action performance,Standing-engine(s) shutdown Cabin safety event
2.02104E+13,N709PS,MINR,BOMBARDIER,CL-600-2C10,AIR,80,2,,USA,PSA Airlines,,,,,,,,,,ENG21LA023,INC,3/26/2021,Fr,1040,North Canton,OH,USA,44720,2021,3,405453N,0812631W,AKRON-CANTON RGNL,DAWN,,0,0,,,0,NONE,0,5/27/2022,40.91484,-81.44187,102309702,Aircraft-Aircraft systems-Ice/rain protection system-Ice/rain prot sys wiring-Failure,Initial climb Fire/smoke (non-impact)
2.02105E+13,N289CT,SUBS,BOEING,737-7H4,AIR,151,2,,USA,Southwest Airlines,KIAD,Washington,DC,USA,1546,,,,,DCA21LA133,ACC,5/21/2021,Fr,1730,Chicago,IL,USA,60638,2021,5,041476N,0087457W,Midway,DAYL,,0,25000,BKN,15,30.34000015,NONE,214,1/7/2022,41.785,-87.752,204101545,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Ground collision
2.02105E+13,N834NN,SUBS,BOEING,737-823,AIR,162,2,,USA,American Airlines,,,,,,NAS,Nassau,OF,BF,DCA21LA137,ACC,5/28/2021,Fr,1740,Dallas/Fort Worth International Airport,TX,USA,48242,2021,5,325349N,0097235W,Dallas Fort Worth Internationa,DAYL,FEW,1500,3200,NONE,6,30.01000023,NONE,166,2/21/2022,32.897011,-97.043173,204152044,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Ground collision
2.02106E+13,N926UW,,AIRBUS,A321-231,AIR,379,2,,USA,American Airlines,DFW,Dallas,TX,USA,22,TPA,Tampa,FL,USA,DCA21LA164,ACC,6/25/2021,Fr,2031,New Orleans,LA,USA,,2021,6,273555N,0895654W,,DAYL,SCAT,2700,12000,BKN,,30.04000092,SERS,194,7/20/2022,27.598704,-89.948252,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
2.02107E+13,N156AN,,AIRBUS,A321-231,AIR,191,2,7/2/2021,USA,American Airlines,KDFW,Dallas-Fort Worth,TX,USA,2233,KMIA,Miami,FL,USA,DCA21LA176,ACC,7/5/2021,Mo,41,Miami,FL,USA,33142,2021,7,254748N,0801633W,,NR,FEW,2500,25000,BKN,9,30.01000023,SERS,181,2/21/2022,25.7966,-80.2759,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
2.02107E+13,N376DN,,AIRBUS,A321-211,AIR,200,2,8/2/2021,USA,Delta Air Lines,,,,,,DEN,Denver,CO,USA,DCA21LA184,ACC,7/22/2021,Th,1254,Romulus,MI,USA,48242,2021,7,421245N,0832112W,Detroit Metropolitan Wayne Cou,DAYL,FEW,0,16000,BKN,,30.23999977,SERS,194,7/19/2022,42.212398,-83.353401,206300042,Personnel issues-Task performance-Use of equip/Communication,Taxi Abrupt maneuver
2.02108E+13,N479AS,,BOEING,737-990ER,AIR,222,2,,USA,Alaska Airlines,MSY,New Orleans,LA,USA,2243,SEA,Seattle,WA,USA,DCA21LA208,ACC,8/24/2021,Tu,345,SeaTac,WA,USA,98158,2021,8,472637N,1221842W,SEATTLE-TACOMA INTL,DUSK,FEW,5000,7500,BKN,4,29.88999939,SERS,134,7/19/2022,47.443719,-122.31173,106000017,Aircraft-Aircraft oper/perf/capability-Performance/control parameters,Taxi-from runway Evacuation
2.02108E+13,N806AW,,AIRBUS,319-132,AIR,,,,USA,American Airlines,SAT,San Antonio,TX,USA,1628,ORD,Chicago,IL,USA,DCA21LA209,ACC,8/21/2021,Sa,1900,Chicago,IL,USA,60666,2021,8,415820N,0875514W,,DAYL,SCAT,3800,11000,BKN,,29.84000015,SERS,120,7/20/2022,41.972201,-87.920566,303201587,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
2.02109E+13,N196DN,,BOEING,767-332,AIR,330,2,9/1/2021,USA,Delta Air Lines,KSEA,Seattle,WA,USA,1029,KATL,Atlanta,GA,USA,DCA21LA229,ACC,9/1/2021,We,1029,Seattle,WA,USA,98158,2021,9,472618N,1221759W,SEATTLE-TACOMA INTL,NITE,CLER,0,0,NONE,,30.03000069,SERS,39,7/21/2022,47.438408,-122.2997,206100036,Personnel issues-Task performance-Use of equip/Communication,Standing Preflight or dispatch event
2.0211E+13,N254WN,,BOEING,737-7H4,AIR,151,2,7/1/2020,USA,Southwest Airlines,MKJS,Montego Bay,OF,JM,1837,KMCO,Orlando,FL,USA,DCA22LA001,ACC,7/5/2020,Su,2000,Orlando,FL,USA,32827,2020,7,282546N,0811832W,,DAYL,FEW,2700,20000,BKN,10,29.97999954,SERS,5,7/19/2022,28.429399,-81.308998,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
2.0211E+13,N12125,SUBS,BOEING,757-224,AIR,181,2,9/25/2021,USA,United Airlines,KDEN,Denver,CO,USA,2229,KEWR,Newark,NJ,USA,DCA22LA002,ACC,9/27/2021,Mo,1338,Newark,NJ,USA,7114,2021,9,404133N,0074107W,Newark Liberty International A,NITE,FEW,12000,0,NONE,11,2988,NONE,172,7/21/2022,40.692501,-74.168701,204101036,Personnel issues-Action/decision-Action-Incorrect action performance,Landing Tailstrike
2.0211E+13,N922NK,MINR,AIRBUS,A320-271N,AIR,190,2,,USA,Spirit Airlines,ACY,Atlantic City International Airport,NJ,USA,,FLL,Ft. Lauderdale-Hollywood International Airport,FL,USA,ENG22LA002,INC,10/2/2021,Sa,2114,Atlantic City,NJ,USA,8401,2021,10,392132N,0742731W,Atlantic City International Ai,DAYL,,0,0,,,0,MINR,112,7/5/2022,39.358791,-74.458599,302204581,Environmental issues-Physical environment-Object/animal/bird,Takeoff-rejected takeoff Fire/smoke (non-impact)
2.0211E+13,N208HA,SUBS,AIRBUS,A321-271N,AIR,200,2,9/15/2021,USA,Hawaiian Airlines,KSJC,San Jose,CA,USA,,,,,,DCA22LA004,ACC,9/23/2021,Th,1944,Honolulu,HI,USA,96813,2021,9,021197N,1575519W,Daniel K. Inouye International,DAYL,FEW,0,0,NONE,11,30.02000046,NONE,134,7/19/2022,21.318701,-157.92199,204151044,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
2.0211E+13,N142SY,MINR,EMBRAER,ERJ 170-200 LR,AIR,88,2,,USA,SkyWest Airlines,BOI,Boise,ID,USA,,,,,,DCA22LA005,ACC,10/2/2021,Sa,18,Chicago,IL,USA,60666,2021,10,495843N,0875417W,CHICAGO O'HARE INTL,NITE,,0,0,,,0,NONE,53,7/20/2022,49.978611,-87.904724,204101536,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Ground collision
2.0211E+13,N8642E,,BOEING,737-8H4,AIR,185,2,,USA,Southwest Airlines,KBWI,Baltimore,MD,USA,13,KATL,Atlanta,GA,USA,DCA22LA012,ACC,10/9/2021,Sa,30,Lexington,VA,USA,24450,2021,10,037480N,0007960W,,NITE,FEW,6500,0,NONE,4,29.92000008,SERS,112,7/19/2022,37.8,-79.1,303202083,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
2.0211E+13,N252NN,,EMBRAER,ERJ 170-200 LR,AIR,88,2,,USA,Envoy Air,,,,,,RDU,Raleigh/Durham,NC,USA,DCA22LA015,ACC,10/23/2021,Sa,1355,Miami,FL,USA,,2021,10,254749N,0801634W,MIAMI INTL,DAYL,FEW,2500,20000,BKN,,29.96999931,SERS,63,7/20/2022,25.7969,-80.2762,206352539,Personnel issues-Task performance-Use of equip/Communication,Pushback/tow-engine not oper Comm system malf/failure
2.02112E+13,N307FR,SUBS,AIRBUS,A320-251N,AIR,195,2,12/11/2021,USA,Frontier Airlines,KMEM,Memphis,TN,USA,404,,,,,DCA22LA044,ACC,12/13/2021,Mo,833,Paradise,NV,USA,,2021,12,036447N,0115912W,Harry Reid International,NITE,FEW,25000,0,NONE,4,30.03000069,NONE,123,7/19/2022,36.079812,-115.15344,204151044,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
