Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01406E+12,27-May-14,21-May-14,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,25-May-14,20-May-14,DEN,Denver International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,24-May-14,24-May-14,DFW,Dallas-Fort Worth International Airport ,Spirit Airlines,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2.01406E+12,28-May-14,4-May-14,IAD,Washington Dulles International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,27-May-14,17-May-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,28-May-14,20-May-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,25-May-14,25-Nov-13,PNS,Pensacola Regional,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,29-May-14,15-May-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,24-May-14,7-May-14,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2.01406E+12,29-May-14,13-May-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2.01406E+12,27-May-14,25-Apr-14,LAX,Los Angeles International Airport ,Malaysian Airline System  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2.01406E+12,3-Jun-14,6-May-14,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,28-May-14,19-May-14,MSP,Minneapolis/ St.Paul International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,27-May-14,14-May-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,30-May-14,2-May-14,PWM,Portland International Jetport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,30-May-14,2-May-14,PWM,Portland International Jetport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2.01406E+12,30-May-14,5-Apr-14,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,30-May-14,27-Apr-14,IND,Indianapolis International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,20-May-14,27-Apr-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,30-May-14,13-May-14,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,28-May-14,24-Dec-13,JFK,John F. Kennedy International,Iberia Airlines,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,28-May-14,14-May-14,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,28-May-14,24-Apr-14,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,27-May-14,12-May-14,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,27-May-14,12-May-14,PWM,Portland International Jetport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,27-May-14,11-May-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,1-Jun-14,30-May-14,DEN,Denver International Airport ,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,1-Jun-14,25-May-14,PSP,Palm Springs International,USAir  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2.01406E+12,1-Jun-14,25-May-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,29-May-14,7-May-14,SYR,Syracuse-Hancock International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,30-May-14,24-Mar-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,20-May-14,19-May-14,TUL,Tulsa International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,1-Jun-14,27-May-14,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,30-May-14,6-May-14,TUS,Tucson International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,30-May-14,12-Apr-14,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2.01406E+12,3-Jun-14,1-Jun-14,ANC,Ted Stevens Anchorage International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,30-May-14,9-May-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,2-Jun-14,1-Jun-14,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2.01406E+12,2-Jun-14,24-May-14,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,30-May-14,23-May-14,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2.01406E+12,2-Jun-14,15-May-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2.01406E+12,4-Jun-14,2-Jun-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,4-Jun-14,4-May-14,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,5-Jun-14,2-Jun-14,OKC,Will Rogers World,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,28-May-14,14-Jan-14,DEN,Denver International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2.01406E+12,4-Jun-14,30-May-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,4-Jun-14,24-May-14,JFK,John F. Kennedy International,UAL  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2.01406E+12,4-Jun-14,1-Jun-14,LIH,Lihue Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,9-Jun-14,14-May-14,LEX,"Blue Grass ,Lexington",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,9-Jun-14,22-May-14,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,4-Jun-14,7-May-14,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,4-Jun-14,11-May-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,2-Jun-14,16-May-14,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,2-Jun-14,5-May-14,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,4-Jun-14,31-May-14,MSP,Minneapolis/ St.Paul International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,2-Jun-14,15-May-14,MOB,Mobile Regional,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,4-Jun-14,27-Oct-13,EWR,Newark International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,4-Jun-14,5-Mar-14,SAN,San Diego International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,4-Jun-14,28-May-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2.01406E+12,4-Jun-14,26-Apr-14,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,4-Jun-14,2-Jun-14,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,5-Jun-14,22-Mar-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies; Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,2-Jun-14,31-May-14,LAS,McCarran International,UAL  ,Property Damage,Checked Baggage,Cameras,$0.00 ,Deny
2.01406E+12,5-Jun-14,28-May-14,F,Foreign airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,2-Jun-14,18-May-14,FLL,Ft. Lauderdale-Hollywood International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,2-Jun-14,27-May-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,29-May-14,14-Apr-14,LGB,Long Beach,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,4-Jun-14,30-May-14,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2.01406E+12,5-Jun-14,21-May-14,SAN,San Diego International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,1-Jun-14,13-May-14,JFK,John F. Kennedy International,Lufthansa  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2.01406E+12,5-Jun-14,3-Jun-14,DFW,Dallas-Fort Worth International Airport ,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2.01406E+12,6-Jun-14,26-Mar-14,PNS,Pensacola Regional,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,6-Jun-14,16-May-14,JAX,Jacksonville International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Jewelry & Watches,$0.00 ,Deny
2.01406E+12,6-Jun-14,29-May-14,COS,Colorado Springs Municipal,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,6-Jun-14,1-May-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,27-May-14,17-May-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,4-Jun-14,23-May-14,DEN,Denver International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,$0.00 ,Deny
2.01406E+12,6-Jun-14,1-May-14,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,4-Jun-14,1-May-14,DCA,Ronald Reagan Washington National Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,4-Jun-14,25-May-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,2-Jun-14,25-May-14,MHT,Manchester Regional Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2.01406E+12,28-May-14,8-May-14,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,2-Jun-14,28-Mar-14,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,2-Jun-14,16-May-14,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2.01406E+12,3-Jun-14,5-May-14,PDX,Portland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,2-Jun-14,24-Apr-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,4-Jun-14,16-May-14,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,2-Jun-14,22-May-14,JNU,Juneau International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,2-Jun-14,3-May-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,8-Jun-14,22-May-14,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,4-Jun-14,25-Feb-14,SRQ,Sarasota Bradenton International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,2-Jun-14,4-May-14,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,2-Jun-14,21-May-14,KOA,Kona International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,2-Jun-14,19-May-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,6-Jun-14,4-May-14,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,6-Jun-14,6-May-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Clothing; Jewelry & Watches,$0.00 ,Deny
2.01406E+12,6-Jun-14,30-May-14,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,4-Jun-14,29-Apr-14,UNV,University Park Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Other; Personal Accessories,$0.00 ,Deny
2.01406E+12,6-Jun-14,8-May-14,MIA,Miami International Airport,Copa Airlines,Passenger Property Loss,Checked Baggage,Medical/Science; Travel Accessories,$0.00 ,Deny
2.01406E+12,4-Jun-14,12-Apr-14,DAL,Dallas Love Field,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,6-Jun-14,7-Jun-12,BKG,Branson Airport,AirTran Airlines,Personal Injury,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01406E+12,4-Jun-14,24-May-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,6-Jun-14,19-Feb-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,$0.00 ,Deny
2.01406E+12,6-Jun-14,1-Jun-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,7-Jun-14,1-Jun-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,9-Jun-14,6-Jun-14,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,5-Jun-14,21-May-14,MCO,Orlando International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,7-Jun-14,24-May-14,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,6-Jun-14,10-Mar-14,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,6-Jun-14,23-May-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,9-Jun-14,4-Jun-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,5-Jun-14,27-May-14,MIA,Miami International Airport,USAir  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2.01406E+12,6-Jun-14,5-May-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,10-Jun-14,29-Apr-14,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,6-Jun-14,24-Mar-14,PHL,Philadelphia International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,10-Jun-14,5-Jun-14,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,6-Jun-14,1-Jun-14,STT,Cyril E. King International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,9-Jun-14,29-May-14,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01406E+12,10-Jun-14,28-May-14,MCO,Orlando International Airport,Jet Blue,Complaint,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,10-Jun-14,28-May-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,10-Jun-14,9-Jun-14,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2.01406E+12,6-Jun-14,5-Jun-14,BUR,Bob Hope ,USAir  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,10-Jun-14,2-May-14,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,10-Jun-14,25-May-14,STL,Lambert St. Louis International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,8-Jun-14,29-May-14,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,9-Jun-14,16-May-14,GFK,Grand Forks - Mark Andrews International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,6-Jun-14,6-May-14,JAX,Jacksonville International,USAir  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,9-Jun-14,27-May-14,SAN,San Diego International,British Airways  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01406E+12,10-Jun-14,1-May-14,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,12-Jun-14,22-May-14,MOB,Mobile Regional,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,12-Jun-14,19-May-14,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2.01406E+12,9-Jun-14,9-May-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00 ,Deny
2.01406E+12,10-Jun-14,20-May-14,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,10-Jun-14,6-May-14,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,11-Jun-14,2-May-14,COD,Yellowstone Regional,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,9-Jun-14,29-May-14,PHX,Phoenix Sky Harbor International,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,10-Jun-14,13-Apr-14,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,10-Jun-14,15-May-14,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,10-Jun-14,5-May-14,CDC,Cedar City Municipal,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,10-Jun-14,7-May-14,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,11-Jun-14,4-Jun-14,MCO,Orlando International Airport,Spirit Airlines,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,10-Jun-14,5-Jun-14,PHL,Philadelphia International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,10-Jun-14,5-Jun-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,12-Jun-14,26-Apr-14,DFW,Dallas-Fort Worth International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,12-Jun-14,31-May-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2.01406E+12,4-Jun-14,27-May-14,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,12-Jun-14,16-Jun-13,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Cosmetics & Grooming; Personal Electronics; Personal Electronics,$0.00 ,Deny
2.01406E+12,12-Jun-14,3-Jun-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Automobile Parts & Accessories; Baggage/Cases/Purses; Clothing; Food & Drink; Other,$0.00 ,Deny
2.01406E+12,11-Jun-14,15-Apr-14,MHK,Manhattan Regional,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,11-Jun-14,12-Mar-14,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,11-Jun-14,8-Apr-14,EWR,Newark International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,11-Jun-14,7-Jun-14,DEN,Denver International Airport ,British Airways  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,11-Jun-14,28-May-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01406E+12,13-Jun-14,4-Jun-14,MSP,Minneapolis/ St.Paul International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2.01406E+12,13-Jun-14,6-Jun-14,IAH,Houston - George Bush Intercontinental Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2.01406E+12,11-Jun-14,14-May-14,TPA,Tampa International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,13-Jun-14,2-Jun-14,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01406E+12,7-Jun-14,8-May-14,ABI,Abilene Regional,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01406E+12,13-Jun-14,30-Apr-14,OAK,Metropolitan Oakland International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01406E+12,15-Jun-14,13-Jun-14,JFK,John F. Kennedy International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01406E+12,16-Jun-14,8-Jun-14,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2.01406E+12,16-Jun-14,18-Apr-14,MIA,Miami International Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01406E+12,16-Jun-14,28-May-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2.01406E+12,16-Jun-14,12-Jun-14,IND,Indianapolis International,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01406E+12,12-Jun-14,28-May-14,IAH,Houston - George Bush Intercontinental Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01406E+12,16-Jun-14,11-Jun-14,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01406E+12,16-Jun-14,14-May-14,PNS,Pensacola Regional,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
